,VCF0113,VCF0146,VCF0311,VCF0380,VCF0740,VCF0204_dk,VCF0211,VCF0212,VCF0217_dk,VCF0220_dk,VCF0223_dk,VCF0224_dk,VCF0231_dk,VCF0233_dk,VCF0425_dk,VCF0426_dk,VCF0428_dk,VCF0471_dk,VCF0906_dk,VCF9056_dk,VCF9057_dk,VCF0801,VCF0806_dk,VCF0886_dk,VCF9048_dk,VCF0853_dk,VCF9017_dk,VCF9040_dk,VCF9041_dk,VCF9042_dk,VCF0451_dk,VCF0838_dk,VCF0871_dk,VCF0872_dk,VCF0881_dk,VCF0105a_oh0,VCF0105a_oh2,VCF0107_oh3,VCF0116_oh3,VCF0116_oh7,VCF0147_oh4,VCF0713_oh1,VCF0713_oh2,VCF0713_oh3,VCF0713_oh4,VCF0714_oh1,VCF9030_oh5,VCF9132_oh0,VCF9132_oh3,VCF0604_int
50,1,1.0,1.0,1.0,0.0,False,50.0,50.0,False,False,False,False,False,False,False,False,False,False,True,False,False,45.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5
51,0,1.0,0.0,0.0,0.0,False,60.0,60.0,False,False,False,False,False,False,False,False,False,False,False,False,False,45.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
52,1,1.0,1.0,0.0,1.0,False,25.0,75.0,True,False,True,False,False,False,False,False,False,False,True,True,False,70.0,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
53,1,1.0,1.0,1.0,0.0,False,55.0,55.0,False,False,False,False,False,False,False,False,False,False,False,False,False,45.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
54,0,1.0,1.0,1.0,0.0,False,30.0,40.0,False,False,False,False,False,False,False,False,False,False,False,False,False,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
55,0,0.0,1.0,1.0,0.0,False,20.0,80.0,False,False,False,False,False,False,False,False,False,False,True,False,True,75.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5
56,0,1.0,1.0,0.0,0.0,False,85.0,35.0,False,False,False,False,False,False,False,False,False,False,False,False,False,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
57,0,0.0,1.0,1.0,0.0,False,50.0,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,45.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5
58,1,1.0,1.0,1.0,0.0,False,70.0,90.0,False,False,False,False,False,False,False,False,False,False,False,False,False,55.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
59,0,1.0,0.0,0.0,0.0,False,35.0,75.0,False,False,False,False,False,False,True,False,False,False,False,False,False,65.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5
60,0,0.0,1.0,1.0,0.0,False,90.0,40.0,False,False,False,False,False,False,False,False,False,False,True,False,False,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5
61,0,0.0,1.0,1.0,0.0,False,95.0,25.0,False,False,False,False,False,False,False,False,False,False,True,False,False,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5
62,0,0.0,1.0,0.0,0.0,False,25.0,75.0,False,False,False,False,False,False,False,False,False,False,True,False,False,70.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
63,1,1.0,1.0,1.0,1.0,True,25.0,75.0,True,True,True,False,False,False,False,False,False,False,False,True,False,70.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
64,0,1.0,1.0,1.0,0.0,False,40.0,75.0,False,False,False,False,False,False,False,False,False,False,False,False,False,65.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
65,0,1.0,1.0,1.0,0.0,False,20.0,90.0,False,False,False,False,False,False,False,False,False,False,False,False,False,80.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5
66,0,1.0,0.0,0.0,0.0,False,50.0,50.0,False,False,False,True,True,False,False,False,False,False,True,True,True,45.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
67,1,1.0,1.0,1.0,0.0,False,65.0,40.0,False,False,False,False,False,False,False,False,False,False,False,False,False,35.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5
68,0,1.0,1.0,0.0,0.0,True,75.0,75.0,False,True,True,False,False,False,False,False,False,False,False,False,False,45.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5
69,0,0.0,1.0,0.0,0.0,False,50.0,50.0,False,False,False,False,False,False,True,False,False,False,True,False,False,45.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5
70,1,1.0,0.0,1.0,0.0,False,40.0,70.0,False,False,False,False,False,False,True,False,False,False,False,False,False,60.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5
71,1,1.0,1.0,1.0,0.0,False,50.0,45.0,False,False,False,False,False,False,False,False,False,False,False,False,False,45.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5
72,0,1.0,1.0,0.0,0.0,False,50.0,50.0,False,False,False,False,False,False,True,False,False,False,True,True,True,45.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5
73,0,1.0,1.0,0.0,1.0,False,80.0,40.0,False,False,False,False,False,False,True,False,False,False,False,False,False,25.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
74,0,1.0,1.0,,0.0,False,,,False,False,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5
75,0,0.0,1.0,,0.0,False,,,False,False,False,False,False,False,True,False,False,False,False,False,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5
76,0,1.0,0.0,1.0,0.0,False,,,False,False,False,False,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5
77,0,1.0,1.0,0.0,0.0,False,50.0,75.0,True,False,True,False,False,False,False,False,False,False,False,True,False,60.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
78,0,1.0,1.0,0.0,0.0,False,40.0,70.0,False,False,False,False,False,False,False,False,False,False,False,False,False,60.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
79,0,1.0,0.0,0.0,0.0,False,45.0,50.0,False,False,False,True,False,False,True,False,False,False,True,False,False,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5
80,0,1.0,1.0,0.0,0.0,False,50.0,70.0,True,False,False,False,False,False,False,False,False,False,True,False,False,55.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
81,1,1.0,1.0,0.0,0.0,False,-0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.5
82,0,1.0,1.0,0.0,0.0,False,60.0,60.0,False,False,False,False,False,False,True,False,False,False,True,False,False,45.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5
83,1,0.0,1.0,1.0,0.0,True,20.0,75.0,False,False,False,False,False,False,True,False,False,False,False,False,False,75.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
