,gender,VCF0113,VCF0146,VCF0311,VCF0361,VCF0380,VCF0740,VCF9031,VCF0204_dk,VCF0206,VCF0211,VCF0212,VCF0220_dk,VCF0223_dk,VCF0224_dk,VCF0231_dk,VCF0233_dk,VCF0413,VCF0425_dk,VCF0426_dk,VCF0428_dk,VCF0471_dk,VCF0906_dk,VCF0907_dk,VCF9056_dk,VCF9057_dk,VCF0801,VCF0723,VCF0806_dk,VCF0886_dk,VCF9048_dk,VCF0853_dk,VCF9015_dk,VCF9017_dk,VCF9040_dk,VCF9041_dk,VCF9042_dk,VCF0451_dk,VCF0838_dk,VCF0870_dk,VCF0871_dk,VCF0872_dk,VCF0881_dk,VCF0105a_oh0,VCF0105a_oh2,VCF0105a_oh4,VCF0107_oh3,VCF0116_oh3,VCF0147_oh4,VCF0713_oh1,VCF0713_oh2,VCF0713_oh3,VCF0713_oh4,VCF0714_oh1,VCF9030_oh5,VCF9132_oh0,VCF9132_oh3,VCF9133_oh3,VCF0206_int,VCF0413_int,VCF0604_int
0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,False,75.0,50.0,70.0,False,False,False,False,False,50.0,True,False,False,False,False,False,False,False,55.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625.0,0.0,0.5
1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,False,95.0,95.0,-0.0,False,False,False,False,False,50.0,False,False,False,False,False,False,False,False,-0.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2025.0,0.0,0.5
2,1,0,1.0,1.0,1.0,0.0,0.0,0.0,False,80.0,70.0,70.0,False,False,False,False,False,60.0,False,False,False,False,False,False,False,False,45.0,2.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,900.0,100.0,0.5
3,0,0,1.0,1.0,0.0,1.0,0.0,0.0,False,50.0,50.0,50.0,False,False,False,False,False,50.0,False,False,False,False,False,False,False,False,45.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
4,1,0,1.0,1.0,1.0,1.0,0.0,0.0,False,80.0,-0.0,90.0,False,False,False,False,False,30.0,False,False,False,False,False,False,False,False,90.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,400.0,0.5
5,0,0,1.0,1.0,0.0,0.0,0.0,0.0,False,90.0,75.0,75.0,False,False,False,False,False,55.0,False,False,False,False,False,False,False,False,45.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1600.0,25.0,0.5
6,0,0,1.0,1.0,0.0,1.0,0.0,0.0,False,70.0,50.0,60.0,False,False,False,False,False,45.0,False,False,False,False,False,False,False,False,50.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,25.0,0.5
7,1,0,1.0,1.0,1.0,1.0,0.0,1.0,False,60.0,60.0,10.0,False,False,False,False,False,90.0,False,False,False,False,False,False,False,False,20.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,1600.0,0.5
8,1,0,1.0,1.0,0.0,0.0,0.0,0.0,False,95.0,70.0,30.0,False,False,False,False,False,50.0,False,False,False,False,False,False,False,False,25.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2025.0,0.0,0.5
9,1,0,0.0,1.0,1.0,1.0,0.0,1.0,False,90.0,90.0,30.0,False,False,False,False,False,80.0,False,False,False,False,False,False,False,False,15.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,900.0,0.5
10,1,0,1.0,0.0,1.0,1.0,0.0,0.0,False,70.0,70.0,50.0,False,False,False,False,False,50.0,False,False,False,False,True,True,True,False,35.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.5
11,0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,50.0,60.0,40.0,False,False,False,False,False,75.0,False,False,False,False,True,True,True,False,35.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,625.0,0.5
12,1,0,1.0,0.0,0.0,0.0,0.0,0.0,True,,70.0,70.0,False,True,False,False,False,55.0,True,False,False,False,False,False,False,False,45.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,25.0,0.5
13,1,0,1.0,1.0,1.0,0.0,0.0,1.0,True,,,,True,True,False,False,False,65.0,False,False,False,True,False,False,False,False,,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,225.0,0.5
14,0,0,1.0,1.0,0.0,1.0,0.0,0.0,False,95.0,30.0,90.0,False,False,False,False,False,15.0,False,False,False,False,False,False,False,False,75.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025.0,1225.0,0.5
15,1,0,1.0,1.0,,1.0,1.0,0.0,False,70.0,50.0,30.0,False,True,False,False,False,55.0,False,False,False,False,False,True,True,True,35.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,400.0,25.0,0.5
16,1,1,0.0,1.0,1.0,0.0,0.0,0.0,False,95.0,50.0,50.0,False,False,False,False,False,85.0,False,False,False,False,True,False,False,False,45.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025.0,1225.0,0.5
17,1,0,1.0,1.0,0.0,0.0,0.0,0.0,False,85.0,65.0,85.0,False,False,False,False,False,50.0,True,False,False,False,False,False,False,False,55.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1225.0,0.0,0.5
18,1,0,0.0,1.0,1.0,1.0,0.0,0.0,False,95.0,95.0,25.0,False,False,False,False,False,,False,False,False,False,False,False,False,False,10.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025.0,,0.5
19,0,0,1.0,1.0,,0.0,0.0,0.0,False,50.0,50.0,50.0,False,False,False,False,False,75.0,False,False,False,False,False,True,False,False,45.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,625.0,0.5
20,1,0,0.0,1.0,0.0,1.0,0.0,0.0,False,95.0,70.0,65.0,False,False,False,False,False,75.0,False,False,False,False,False,True,False,False,45.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2025.0,625.0,0.5
21,0,1,0.0,1.0,0.0,1.0,0.0,0.0,False,50.0,-0.0,80.0,True,False,False,False,False,5.0,True,False,False,False,False,False,False,False,85.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2025.0,0.5
22,0,1,1.0,1.0,0.0,0.0,0.0,0.0,False,50.0,75.0,75.0,False,False,False,False,False,,False,False,False,False,False,False,False,False,45.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5
23,1,1,0.0,1.0,0.0,0.0,0.0,0.0,False,70.0,80.0,50.0,False,False,False,False,False,40.0,True,False,False,False,False,False,False,False,30.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,400.0,100.0,0.5
24,1,1,1.0,1.0,0.0,0.0,0.0,0.0,False,95.0,25.0,50.0,False,False,False,False,False,20.0,False,False,False,False,False,True,False,False,60.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2025.0,900.0,1.5
25,1,1,1.0,1.0,0.0,0.0,0.0,1.0,False,70.0,50.0,50.0,False,False,False,False,False,,True,False,False,False,False,False,False,False,45.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,,0.5
26,0,0,1.0,1.0,0.0,1.0,0.0,0.0,False,90.0,75.0,75.0,False,False,False,False,False,30.0,False,False,False,False,False,False,False,False,45.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,400.0,0.5
27,1,1,1.0,1.0,1.0,0.0,0.0,0.0,False,75.0,-0.0,75.0,False,True,False,False,False,35.0,False,False,False,False,False,True,True,True,85.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,625.0,225.0,0.5
28,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,50.0,40.0,30.0,False,False,False,False,False,80.0,False,False,False,False,False,False,False,False,40.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,900.0,0.5
29,0,0,1.0,1.0,0.0,1.0,0.0,0.0,False,90.0,40.0,70.0,True,False,False,False,False,35.0,False,False,False,False,True,False,False,False,60.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1600.0,225.0,0.5
30,1,0,1.0,1.0,1.0,0.0,0.0,0.0,False,50.0,50.0,50.0,False,False,False,False,False,50.0,False,False,False,False,True,True,True,True,45.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5
31,1,0,0.0,1.0,,0.0,0.0,0.0,False,50.0,60.0,60.0,False,False,False,False,False,40.0,True,False,False,False,True,False,False,False,45.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,100.0,0.5
32,0,1,1.0,1.0,0.0,1.0,0.0,0.0,False,50.0,50.0,50.0,False,False,False,False,False,35.0,False,False,False,False,True,False,True,False,45.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,225.0,0.5
33,1,1,0.0,1.0,1.0,0.0,0.0,0.0,False,80.0,85.0,40.0,False,False,False,False,False,65.0,False,False,False,False,False,False,False,False,25.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,900.0,225.0,0.5
34,1,0,1.0,1.0,1.0,0.0,0.0,0.0,False,60.0,50.0,50.0,False,False,False,False,False,35.0,False,False,False,False,False,False,False,False,45.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,225.0,0.5
35,1,0,0.0,1.0,0.0,1.0,0.0,1.0,False,95.0,70.0,-0.0,False,False,False,False,False,70.0,False,False,False,False,False,False,False,False,10.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2025.0,400.0,0.5
36,1,0,1.0,1.0,1.0,1.0,1.0,1.0,False,65.0,65.0,65.0,False,False,False,False,False,50.0,True,False,False,False,False,False,False,False,45.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.5
37,1,0,1.0,1.0,0.0,0.0,0.0,0.0,False,50.0,50.0,50.0,False,False,False,False,False,45.0,True,False,False,False,False,True,False,True,45.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,0.5
38,1,0,1.0,1.0,1.0,1.0,0.0,0.0,False,75.0,25.0,75.0,False,False,False,False,False,40.0,True,False,False,False,False,False,False,False,70.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625.0,100.0,0.5
39,1,0,1.0,1.0,1.0,0.0,0.0,1.0,False,50.0,50.0,50.0,False,False,False,False,False,70.0,False,False,False,False,False,False,False,False,45.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,1.5
40,1,0,1.0,1.0,0.0,0.0,0.0,0.0,False,90.0,50.0,50.0,False,False,False,False,False,50.0,True,False,False,False,False,False,False,False,45.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1600.0,0.0,1.5
41,0,0,1.0,1.0,1.0,1.0,0.0,0.0,False,60.0,80.0,-0.0,False,False,False,False,False,75.0,False,False,False,False,False,False,False,False,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,625.0,1.5
42,0,0,1.0,1.0,0.0,1.0,0.0,0.0,False,90.0,30.0,75.0,False,False,False,False,False,15.0,False,False,False,False,False,False,False,False,70.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,1225.0,0.5
43,1,0,1.0,1.0,0.0,1.0,1.0,0.0,False,70.0,80.0,70.0,False,False,False,False,False,45.0,True,False,False,False,False,True,False,False,40.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,25.0,0.5
44,1,0,1.0,1.0,1.0,,0.0,0.0,True,,,,True,False,True,False,False,,True,False,False,False,False,False,False,False,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.5
45,0,0,1.0,1.0,1.0,0.0,0.0,0.0,False,95.0,85.0,30.0,False,False,False,False,False,90.0,False,False,False,False,False,False,False,False,20.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2025.0,1600.0,0.5
46,1,0,0.0,0.0,0.0,,0.0,1.0,False,40.0,60.0,40.0,False,False,False,False,False,30.0,False,False,False,False,False,False,False,True,35.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,100.0,400.0,0.5
47,1,0,0.0,1.0,0.0,0.0,0.0,0.0,False,50.0,50.0,50.0,False,False,False,False,False,,True,False,False,False,False,False,False,False,45.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,1.5
48,1,1,1.0,1.0,0.0,1.0,0.0,0.0,False,95.0,95.0,70.0,False,False,False,False,False,30.0,False,False,False,False,True,True,False,False,35.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025.0,400.0,0.5
49,1,1,1.0,1.0,1.0,1.0,1.0,0.0,False,95.0,20.0,90.0,False,False,False,False,False,30.0,False,False,False,False,False,False,False,False,80.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2025.0,400.0,0.5
50,1,1,1.0,1.0,1.0,1.0,0.0,0.0,False,95.0,50.0,50.0,False,False,False,False,False,60.0,False,False,False,False,True,False,False,False,45.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2025.0,100.0,0.5
51,1,0,1.0,0.0,0.0,0.0,0.0,0.0,False,60.0,60.0,60.0,False,False,False,False,False,50.0,False,False,False,False,False,False,False,False,45.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.5
52,0,1,1.0,1.0,0.0,0.0,1.0,0.0,False,,25.0,75.0,False,True,False,False,False,5.0,False,False,False,False,True,False,True,False,70.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,2025.0,0.5
53,0,1,1.0,1.0,0.0,1.0,0.0,0.0,False,50.0,55.0,55.0,False,False,False,False,False,50.0,False,False,False,False,False,False,False,False,45.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
54,1,0,1.0,1.0,0.0,1.0,0.0,0.0,False,50.0,30.0,40.0,False,False,False,False,False,35.0,False,False,False,False,False,False,False,False,50.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.5
55,0,0,0.0,1.0,0.0,1.0,0.0,0.0,False,50.0,20.0,80.0,False,False,False,False,False,20.0,False,False,False,False,True,False,False,True,75.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,900.0,0.5
56,0,0,1.0,1.0,0.0,0.0,0.0,1.0,False,85.0,85.0,35.0,False,False,False,False,False,80.0,False,False,False,False,False,False,False,False,20.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1225.0,900.0,0.5
57,1,0,0.0,1.0,1.0,1.0,0.0,0.0,False,50.0,50.0,50.0,False,False,False,False,False,35.0,False,False,False,False,False,False,False,False,45.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,225.0,0.5
58,1,1,1.0,1.0,0.0,1.0,0.0,1.0,False,90.0,70.0,90.0,False,False,False,False,False,35.0,False,False,False,False,False,False,False,False,55.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,225.0,0.5
59,0,0,1.0,0.0,0.0,0.0,0.0,0.0,False,60.0,35.0,75.0,False,False,False,False,False,45.0,True,False,False,False,False,False,False,False,65.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,25.0,0.5
60,1,0,0.0,1.0,0.0,1.0,0.0,0.0,False,90.0,90.0,40.0,False,False,False,False,False,60.0,False,False,False,False,True,True,False,False,20.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1600.0,100.0,0.5
61,1,0,0.0,1.0,0.0,1.0,0.0,0.0,False,75.0,95.0,25.0,False,False,False,False,False,80.0,False,False,False,False,True,False,False,False,10.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,625.0,900.0,1.5
62,1,0,0.0,1.0,1.0,0.0,0.0,0.0,False,60.0,25.0,75.0,False,False,False,False,False,25.0,False,False,False,False,True,False,False,False,70.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,625.0,0.5
63,0,1,1.0,1.0,0.0,1.0,1.0,0.0,True,,25.0,75.0,True,True,False,False,False,5.0,False,False,False,False,False,True,True,False,70.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025.0,0.5
64,0,0,1.0,1.0,0.0,1.0,0.0,0.0,False,50.0,40.0,75.0,False,False,False,False,False,45.0,False,False,False,False,False,False,False,False,65.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.5
65,0,0,1.0,1.0,0.0,1.0,0.0,0.0,False,,20.0,90.0,False,False,False,False,False,15.0,False,False,False,False,False,False,False,False,80.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1225.0,0.5
66,1,0,1.0,0.0,0.0,0.0,0.0,0.0,False,50.0,50.0,50.0,False,False,True,True,False,55.0,False,False,False,False,True,True,True,True,45.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.5
67,1,1,1.0,1.0,1.0,1.0,0.0,0.0,False,50.0,65.0,40.0,False,False,False,False,False,80.0,False,False,False,False,False,False,False,False,35.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,900.0,0.5
68,1,0,1.0,1.0,0.0,0.0,0.0,0.0,True,,75.0,75.0,True,True,False,False,False,75.0,False,False,False,False,False,False,False,False,45.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,625.0,0.5
69,1,0,0.0,1.0,1.0,0.0,0.0,0.0,False,50.0,50.0,50.0,False,False,False,False,False,75.0,True,False,False,False,True,False,False,False,45.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,625.0,0.5
70,0,1,1.0,0.0,0.0,1.0,0.0,0.0,False,95.0,40.0,70.0,False,False,False,False,False,40.0,True,False,False,False,False,False,False,False,60.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2025.0,100.0,0.5
71,0,1,1.0,1.0,1.0,1.0,0.0,0.0,False,60.0,50.0,45.0,False,False,False,False,False,70.0,False,False,False,False,False,False,False,False,45.0,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,400.0,0.5
72,1,0,1.0,1.0,0.0,0.0,0.0,0.0,False,45.0,50.0,50.0,False,False,False,False,False,50.0,True,False,False,False,True,True,True,True,45.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.0,0.5
