,gender,VCF0113,VCF0146,VCF0311,VCF0361,VCF0380,VCF0740,VCF9031,VCF0204_dk,VCF0206,VCF0211,VCF0212,VCF0220_dk,VCF0223_dk,VCF0224_dk,VCF0231_dk,VCF0233_dk,VCF0413,VCF0425_dk,VCF0426_dk,VCF0428_dk,VCF0471_dk,VCF0906_dk,VCF0907_dk,VCF9056_dk,VCF9057_dk,VCF0801,VCF0723,VCF0806_dk,VCF0886_dk,VCF9048_dk,VCF0853_dk,VCF9015_dk,VCF9017_dk,VCF9040_dk,VCF9041_dk,VCF9042_dk,VCF0451_dk,VCF0838_dk,VCF0870_dk,VCF0871_dk,VCF0872_dk,VCF0881_dk,VCF0105a_oh0,VCF0105a_oh2,VCF0105a_oh4,VCF0107_oh3,VCF0116_oh3,VCF0147_oh4,VCF0713_oh1,VCF0713_oh2,VCF0713_oh3,VCF0713_oh4,VCF0714_oh1,VCF9030_oh5,VCF9132_oh0,VCF9132_oh3,VCF9133_oh3,VCF0206_int,VCF0413_int,VCF0604_int
1474,1,1,1.0,1.0,0.0,1.0,0.0,0.0,False,85.0,40.0,60.0,False,False,False,False,False,15.0,False,False,False,False,False,False,True,False,55.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1225.0,1225.0,0.5
1475,1,0,1.0,1.0,1.0,1.0,0.0,0.0,False,70.0,30.0,85.0,False,False,False,False,False,25.0,False,False,False,False,False,False,False,False,75.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,625.0,0.5
1476,0,1,1.0,0.0,0.0,0.0,0.0,0.0,False,70.0,50.0,50.0,False,False,False,False,False,40.0,False,False,False,False,False,False,False,False,45.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,400.0,100.0,0.5
1477,0,1,1.0,0.0,0.0,1.0,0.0,0.0,False,50.0,40.0,50.0,False,False,False,False,False,35.0,False,False,False,False,True,True,False,False,50.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,225.0,0.5
1478,1,1,1.0,1.0,0.0,1.0,1.0,0.0,False,40.0,30.0,30.0,False,False,False,False,False,0.0,False,False,False,False,False,False,False,False,45.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,2500.0,1.5
1479,0,0,1.0,0.0,0.0,0.0,0.0,0.0,False,50.0,40.0,50.0,False,False,False,False,False,40.0,True,False,False,False,False,False,False,False,50.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.5
1480,0,0,1.0,1.0,0.0,0.0,0.0,0.0,True,,,,False,False,False,False,False,55.0,False,False,False,False,False,True,False,True,,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,25.0,0.5
1481,1,1,0.0,0.0,0.0,,0.0,0.0,False,95.0,50.0,,False,False,False,True,False,,True,False,False,False,True,True,False,False,,1.0,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2025.0,,
1482,1,0,1.0,1.0,1.0,0.0,0.0,0.0,False,50.0,30.0,70.0,False,False,False,False,False,90.0,False,False,False,False,False,False,False,False,65.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1600.0,0.5
1483,1,1,0.0,1.0,0.0,0.0,0.0,0.0,False,95.0,,,False,False,True,False,False,0.0,True,False,False,False,True,True,False,False,,2.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2025.0,2500.0,0.5
1484,1,0,0.0,1.0,0.0,0.0,0.0,0.0,False,85.0,-0.0,70.0,False,False,False,False,False,85.0,False,False,False,False,True,False,False,True,80.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1225.0,1225.0,0.5
1485,1,0,0.0,1.0,0.0,,0.0,0.0,False,50.0,50.0,70.0,False,False,False,False,False,20.0,False,False,False,False,False,False,False,False,55.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,900.0,0.5
1486,1,1,1.0,0.0,0.0,0.0,0.0,0.0,False,70.0,70.0,70.0,False,False,False,False,False,40.0,True,False,False,False,False,False,False,False,45.0,1.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,400.0,100.0,0.5
1487,1,0,1.0,1.0,1.0,0.0,0.0,0.0,False,95.0,10.0,60.0,False,False,False,False,False,35.0,False,False,False,False,False,False,False,False,70.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2025.0,225.0,0.5
1488,1,1,0.0,1.0,0.0,1.0,0.0,0.0,False,50.0,50.0,50.0,False,False,False,False,False,20.0,False,False,False,False,False,False,True,False,45.0,2.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,900.0,0.5
1489,1,0,1.0,1.0,0.0,0.0,0.0,0.0,False,85.0,85.0,40.0,False,False,False,False,False,75.0,False,False,False,False,False,False,False,False,25.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1225.0,625.0,0.5
1490,1,0,1.0,1.0,0.0,1.0,0.0,0.0,False,70.0,60.0,70.0,False,False,False,False,False,65.0,False,False,False,False,False,False,False,False,50.0,1.0,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,400.0,225.0,0.5
1491,0,1,1.0,1.0,0.0,1.0,0.0,0.0,False,60.0,30.0,70.0,False,False,False,False,False,25.0,False,False,False,False,False,False,False,False,65.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,625.0,0.5
1492,0,1,0.0,1.0,0.0,1.0,0.0,0.0,False,50.0,50.0,50.0,False,False,False,False,False,5.0,False,False,False,False,False,False,False,False,45.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2025.0,0.5
1493,0,1,0.0,1.0,0.0,1.0,0.0,0.0,True,,50.0,70.0,True,False,False,False,False,0.0,False,False,False,False,False,False,False,False,55.0,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,2500.0,0.5
1494,1,1,1.0,1.0,0.0,1.0,0.0,0.0,False,95.0,60.0,60.0,False,False,False,False,False,80.0,False,False,False,False,False,True,False,False,45.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2025.0,900.0,0.5
1495,0,1,0.0,0.0,0.0,0.0,0.0,0.0,False,95.0,85.0,85.0,False,False,False,False,False,50.0,False,False,False,False,False,False,False,False,45.0,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2025.0,0.0,0.5
1496,0,0,0.0,1.0,0.0,1.0,0.0,0.0,False,50.0,30.0,70.0,False,False,False,False,False,5.0,False,False,False,False,False,False,False,False,65.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2025.0,0.5
1497,1,0,0.0,1.0,1.0,0.0,0.0,0.0,False,95.0,85.0,40.0,False,False,False,False,False,85.0,False,False,False,False,False,False,False,False,25.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2025.0,1225.0,0.5
1498,1,1,0.0,1.0,1.0,0.0,0.0,0.0,False,60.0,50.0,20.0,False,False,False,False,False,90.0,False,False,False,False,False,False,False,False,30.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,100.0,1600.0,0.5
1499,1,0,1.0,1.0,0.0,1.0,0.0,1.0,False,70.0,60.0,85.0,False,False,False,False,False,5.0,False,False,False,False,True,True,False,False,60.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,400.0,2025.0,0.5
1500,1,0,1.0,1.0,1.0,0.0,0.0,0.0,False,70.0,40.0,,False,False,False,False,False,90.0,False,False,False,False,False,False,False,False,,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,1600.0,0.5
1501,0,1,1.0,1.0,0.0,1.0,0.0,0.0,False,60.0,40.0,50.0,False,False,False,False,False,20.0,False,False,False,False,False,False,False,False,50.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,900.0,0.5
1502,0,0,1.0,1.0,0.0,0.0,0.0,0.0,False,50.0,50.0,50.0,False,False,False,False,False,20.0,False,False,False,False,True,False,False,False,45.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,0.5
1503,0,0,1.0,1.0,0.0,0.0,0.0,0.0,False,50.0,50.0,50.0,False,False,False,False,False,50.0,True,False,False,False,False,True,False,True,45.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5
1504,0,0,1.0,1.0,0.0,1.0,1.0,0.0,False,85.0,15.0,60.0,False,False,False,False,False,5.0,False,False,False,False,False,False,False,False,70.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1225.0,2025.0,0.5
